/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_24_936.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_24_936.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_24_936.jpg,0,0,0,6.958625E-06
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_006.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_006.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_006.jpg,0,0,0,1.021126E-05
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_074.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_074.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_074.jpg,0,0,0,7.585083E-06
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_143.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_143.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_143.jpg,0,0,0,5.347888E-06
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_213.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_213.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_213.jpg,0,0,0,3.880058E-06
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_284.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_284.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_284.jpg,0,0,0,1.181431E-05
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_351.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_351.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_351.jpg,0,0,0,1.164228E-05
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_421.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_421.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_421.jpg,0,0,0,5.921374E-06
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_490.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_490.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_490.jpg,0,0,0,5.134298E-06
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_559.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_559.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_559.jpg,0,0,0,8.719491E-07
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_627.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_627.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_627.jpg,0,0,0,1.566689E-05
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_694.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_694.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_694.jpg,0,0,0,1.919726E-05
/Users/tkmaf36/Desktop/car_training/IMG/center_2020_11_21_09_55_25_761.jpg,/Users/tkmaf36/Desktop/car_training/IMG/left_2020_11_21_09_55_25_761.jpg,/Users/tkmaf36/Desktop/car_training/IMG/right_2020_11_21_09_55_25_761.jpg,0,0,0,1.823541E-05
